CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.357.038/0001-16;2025-12-31;2;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;149346;2025-06-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149346
00.357.038/0001-16;2025-12-31;3;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;149554;2025-06-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149554
00.359.742/0001-08;2025-12-31;1;FICTOR ALIMENTOS S.A.;015423;FRE WEB;149221;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149221
00.359.742/0001-08;2025-12-31;2;FICTOR ALIMENTOS S.A.;015423;FRE WEB;149397;2025-06-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149397
00.383.281/0001-09;2025-12-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;148460;2025-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148460
00.389.481/0001-79;2025-12-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FRE WEB;149134;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149134
00.644.907/0001-93;2025-12-31;1;INVESTCO S.A.;018589;FRE WEB;148623;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148623
00.743.065/0001-27;2025-12-31;1;LITEL PARTICIPACOES S.A.;015091;FRE WEB;148252;2025-05-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148252
00.743.065/0001-27;2025-12-31;2;LITEL PARTICIPACOES S.A.;015091;FRE WEB;149354;2025-06-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149354
00.776.574/0001-56;2025-12-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;149004;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149004
00.864.214/0001-06;2025-12-31;1;ENERGISA S.A.;015253;FRE WEB;148610;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148610
00.864.214/0001-06;2025-12-31;2;ENERGISA S.A.;015253;FRE WEB;149523;2025-06-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149523
00.873.894/0001-24;2025-12-31;1;LETS RENT A CAR S/A;027383;FRE WEB;149124;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149124
00.897.864/0001-58;2025-12-31;1;SANTA CATARINA PART INVEST SA;015199;FRE WEB;148728;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148728
00.924.429/0001-75;2025-12-31;1;FERROVIA CENTRO-ATLANTICA S.A.;015369;FRE WEB;148242;2025-05-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148242
00.924.429/0001-75;2025-12-31;2;FERROVIA CENTRO-ATLANTICA S.A.;015369;FRE WEB;148375;2025-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148375
00.924.429/0001-75;2025-12-31;3;FERROVIA CENTRO-ATLANTICA S.A.;015369;FRE WEB;149379;2025-06-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149379
00.938.574/0001-05;2025-12-31;1;CONC RIO-TERESOPOLIS S.A.;019208;FRE WEB;148325;2025-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148325
00.974.211/0001-25;2025-12-31;1;LINHA AMARELA S.A. - LAMSA;024937;FRE WEB;148975;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148975
00.979.969/0001-56;2025-12-31;1;CAIXA ADM DIV PUB ESTADUAL SA;015717;FRE WEB;146446;2025-04-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146446
01.027.058/0001-91;2025-12-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;021733;FRE WEB;148798;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148798
01.083.200/0001-18;2025-12-31;1;NEOENERGIA S.A.;015539;FRE WEB;147989;2025-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147989
01.083.200/0001-18;2025-12-31;2;NEOENERGIA S.A.;015539;FRE WEB;149544;2025-06-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149544
01.104.937/0001-70;2025-12-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;015784;FRE WEB;148387;2025-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148387
01.258.944/0001-26;2025-12-31;1;RUMO MALHA SUL S.A.;015709;FRE WEB;148483;2025-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148483
01.319.044/0001-41;2025-12-31;1;WTC AMAZONAS SUITE HOTEL S.A.;015741;FRE WEB;148299;2025-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148299
01.417.222/0001-77;2025-12-31;1;MRS LOGISTICA S.A.;017949;FRE WEB;148416;2025-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148416
01.417.222/0001-77;2025-12-31;2;MRS LOGISTICA S.A.;017949;FRE WEB;149402;2025-06-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149402
01.543.032/0001-04;2025-12-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;025577;FRE WEB;149120;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149120
01.545.826/0001-07;2025-12-31;1;GAFISA S.A.;016101;FRE WEB;148981;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148981
01.545.826/0001-07;2025-12-31;2;GAFISA S.A.;016101;FRE WEB;149295;2025-06-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149295
01.545.826/0001-07;2025-12-31;3;GAFISA S.A.;016101;FRE WEB;149347;2025-06-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149347
01.545.826/0001-07;2025-12-31;4;GAFISA S.A.;016101;FRE WEB;149350;2025-06-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149350
01.545.826/0001-07;2025-12-31;5;GAFISA S.A.;016101;FRE WEB;149426;2025-06-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149426
01.548.981/0001-79;2025-12-31;1;INVESTIMENTOS BEMGE S.A.;006041;FRE WEB;148273;2025-05-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148273
01.599.101/0001-93;2025-12-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;025160;FRE WEB;149070;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149070
01.616.929/0001-02;2025-12-31;1;SANEAMENTO DE GOIAS SA;019186;FRE WEB;148572;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148572
01.616.929/0001-02;2025-12-31;2;SANEAMENTO DE GOIAS SA;019186;FRE WEB;149470;2025-06-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149470
01.637.895/0001-32;2025-12-31;1;VOTORANTIM CIMENTOS S.A.;027189;FRE WEB;147368;2025-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147368
01.637.895/0001-32;2025-12-31;2;VOTORANTIM CIMENTOS S.A.;027189;FRE WEB;148268;2025-05-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148268
01.637.895/0001-32;2025-12-31;3;VOTORANTIM CIMENTOS S.A.;027189;FRE WEB;149459;2025-06-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149459
01.838.723/0001-27;2025-12-31;1;BRF S.A.;016292;FRE WEB;148349;2025-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148349
01.838.723/0001-27;2025-12-31;2;BRF S.A.;016292;FRE WEB;149266;2025-06-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149266
01.838.723/0001-27;2025-12-31;3;BRF S.A.;016292;FRE WEB;149267;2025-06-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149267
01.851.771/0001-55;2025-12-31;1;524 PARTICIPACOES S.A.;016284;FRE WEB;148641;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148641
01.896.779/0001-38;2025-12-31;1;CSU DIGITAL S.A.;020044;FRE WEB;148919;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148919
01.917.818/0001-36;2025-12-31;1;LIGHT ENERGIA S.A.;023000;FRE WEB;148636;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148636
01.938.783/0001-11;2025-12-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;018708;FRE WEB;148757;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148757
01.957.772/0001-89;2025-12-31;1;SUL 116 PARTICIPACOES S.A.;016438;FRE WEB;149092;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149092
01.968.293/0001-68;2025-12-31;1;ELETRORIVER S.A.;026891;FRE WEB;148691;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148691
01.989.044/0001-59;2025-12-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;016551;FRE WEB;148300;2025-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148300
02.016.440/0001-62;2025-12-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;016527;FRE WEB;148455;2025-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148455
02.016.507/0001-69;2025-12-31;1;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;027480;FRE WEB;148179;2025-05-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148179
02.016.507/0001-69;2025-12-31;2;CIA DE GER. E TRANS. DE ENERGIA ELÉTRICA DO SUL DO BRASIL;027480;FRE WEB;149141;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149141
02.041.460/0001-93;2025-12-31;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;027022;FRE WEB;146463;2025-04-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146463
02.041.460/0001-93;2025-12-31;2;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;027022;FRE WEB;148213;2025-05-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148213
02.041.460/0001-93;2025-12-31;3;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;027022;FRE WEB;149545;2025-06-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149545
02.062.747/0001-08;2025-12-31;1;SUDESTE S.A.;016586;FRE WEB;148661;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148661
02.149.205/0001-69;2025-12-31;1;PORTO SEGURO S.A.;016659;FRE WEB;148652;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148652
02.193.750/0001-52;2025-12-31;1;DEXXOS PARTICIPAÇÕES S.A.;016632;FRE WEB;148756;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148756
02.201.787/0001-85;2025-12-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;016675;FRE WEB;148682;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148682
02.217.319/0001-07;2025-12-31;1;YBYRÁ CAPITAL S.A.;016705;FRE WEB;149066;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149066
02.255.187/0001-08;2025-12-31;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;026050;FRE WEB;148707;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148707
02.258.422/0001-97;2025-12-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;017868;FRE WEB;148315;2025-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148315
02.281.836/0001-37;2025-12-31;1;TRANSNORDESTINA LOGISTICA SA;020443;FRE WEB;148717;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148717
02.286.479/0001-08;2025-12-31;1;LOCALIZA FLEET S.A.;024813;FRE WEB;148894;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148894
02.286.479/0001-08;2025-12-31;2;LOCALIZA FLEET S.A.;024813;FRE WEB;149395;2025-06-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149395
02.291.077/0001-93;2025-12-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;FRE WEB;147172;2025-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147172
02.291.077/0001-93;2025-12-31;2;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;FRE WEB;147226;2025-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147226
02.291.077/0001-93;2025-12-31;3;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;019232;FRE WEB;149273;2025-06-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149273
02.302.100/0001-06;2025-12-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;016985;FRE WEB;148633;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148633
02.302.100/0001-06;2025-12-31;2;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;016985;FRE WEB;149437;2025-06-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149437
02.302.101/0001-42;2025-12-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;148799;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148799
02.302.101/0001-42;2025-12-31;2;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;016993;FRE WEB;149451;2025-06-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149451
02.328.280/0001-97;2025-12-31;1;ELEKTRO REDES S.A.;017485;FRE WEB;147648;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147648
02.328.280/0001-97;2025-12-31;2;ELEKTRO REDES S.A.;017485;FRE WEB;148340;2025-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148340
02.338.534/0001-58;2025-12-31;1;LONGDIS S.A.;017434;FRE WEB;148686;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148686
02.351.144/0001-18;2025-12-31;1;TEGMA GESTAO LOGISTICA S.A.;020800;FRE WEB;148777;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148777
02.351.877/0001-52;2025-12-31;1;LWSA S/A;024910;FRE WEB;148336;2025-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148336
02.351.877/0001-52;2025-12-31;2;LWSA S/A;024910;FRE WEB;148393;2025-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148393
02.351.877/0001-52;2025-12-31;3;LWSA S/A;024910;FRE WEB;149444;2025-06-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149444
02.357.251/0001-53;2025-12-31;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;024872;FRE WEB;149010;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149010
02.365.069/0001-44;2025-12-31;1;PADTEC HOLDING S.A.;018414;FRE WEB;148622;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148622
02.382.073/0001-10;2025-12-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;023469;FRE WEB;149096;2025-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=149096
02.387.241/0001-60;2025-12-31;1;RUMO S.A.;017450;FRE WEB;148855;2025-05-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148855
02.397.080/0001-96;2025-12-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;019364;FRE WEB;147646;2025-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=147646
02.421.421/0001-11;2025-12-31;1;TIM S.A.;024929;FRE WEB;148407;2025-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=148407
