CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.000.208/0001-00;31/12/2024;5;BRB BANCO DE BRASILIA S.A.;014206;FRE WEB;142124;09/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142124
00.000.208/0001-00;31/12/2024;6;BRB BANCO DE BRASILIA S.A.;014206;FRE WEB;142221;16/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142221
00.000.208/0001-00;31/12/2024;7;BRB BANCO DE BRASILIA S.A.;014206;FRE WEB;142440;30/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142440
00.000.208/0001-00;31/12/2024;8;BRB BANCO DE BRASILIA S.A.;014206;FRE WEB;143439;21/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143439
00.000.208/0001-00;31/12/2024;9;BRB BANCO DE BRASILIA S.A.;014206;FRE WEB;143631;03/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143631
00.000.208/0001-00;31/12/2024;10;BRB BANCO DE BRASILIA S.A.;014206;FRE WEB;144172;08/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144172
00.000.208/0001-00;31/12/2024;11;BRB BANCO DE BRASILIA S.A.;014206;FRE WEB;144184;08/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144184
00.001.180/0001-26;31/12/2024;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;138078;28/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138078
00.001.180/0001-26;31/12/2024;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;138880;03/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138880
00.001.180/0001-26;31/12/2024;3;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;139247;25/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139247
00.001.180/0001-26;31/12/2024;4;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;139702;17/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139702
00.001.180/0001-26;31/12/2024;5;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;140310;31/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140310
00.001.180/0001-26;31/12/2024;6;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;140544;07/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140544
00.001.180/0001-26;31/12/2024;7;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;141830;20/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141830
00.001.180/0001-26;31/12/2024;8;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;141870;24/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141870
00.001.180/0001-26;31/12/2024;9;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;141946;30/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141946
00.001.180/0001-26;31/12/2024;10;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;142282;22/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142282
00.001.180/0001-26;31/12/2024;11;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;142643;06/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142643
00.001.180/0001-26;31/12/2024;12;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;143803;13/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143803
00.001.180/0001-26;31/12/2024;13;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;143922;20/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143922
00.001.180/0001-26;31/12/2024;14;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;144329;17/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144329
00.001.180/0001-26;31/12/2024;15;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;FRE WEB;144489;30/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144489
00.070.698/0001-11;31/12/2024;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE WEB;138567;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138567
00.070.698/0001-11;31/12/2024;2;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE WEB;139056;12/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139056
00.070.698/0001-11;31/12/2024;3;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE WEB;141022;14/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141022
00.070.698/0001-11;31/12/2024;4;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;FRE WEB;141717;13/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141717
00.080.671/0001-00;31/12/2024;1;CARAMURU ALIMENTOS S.A.;026190;FRE WEB;138372;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138372
00.080.671/0001-00;31/12/2024;2;CARAMURU ALIMENTOS S.A.;026190;FRE WEB;138870;03/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138870
00.080.671/0001-00;31/12/2024;3;CARAMURU ALIMENTOS S.A.;026190;FRE WEB;141893;26/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141893
00.080.671/0001-00;31/12/2024;4;CARAMURU ALIMENTOS S.A.;026190;FRE WEB;144085;03/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144085
00.080.671/0001-00;31/12/2024;5;CARAMURU ALIMENTOS S.A.;026190;FRE WEB;144516;31/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144516
00.192.769/0001-59;31/12/2024;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;014613;FRE WEB;138409;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138409
00.194.724/0001-13;31/12/2024;1;AUREN OPERAÇÕES S.A.;026174;FRE WEB;138121;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138121
00.194.724/0001-13;31/12/2024;2;AUREN OPERAÇÕES S.A.;026174;FRE WEB;141373;22/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141373
00.194.724/0001-13;31/12/2024;3;AUREN OPERAÇÕES S.A.;026174;FRE WEB;141581;04/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141581
00.194.724/0001-13;31/12/2024;4;AUREN OPERAÇÕES S.A.;026174;FRE WEB;142904;11/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142904
00.194.724/0001-13;31/12/2024;5;AUREN OPERAÇÕES S.A.;026174;FRE WEB;142922;12/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142922
00.242.184/0001-04;31/12/2024;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE WEB;138424;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138424
00.242.184/0001-04;31/12/2024;2;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE WEB;139608;12/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139608
00.242.184/0001-04;31/12/2024;3;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE WEB;141796;19/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141796
00.242.184/0001-04;31/12/2024;4;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE WEB;142335;24/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142335
00.242.184/0001-04;31/12/2024;5;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE WEB;143799;13/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143799
00.242.184/0001-04;31/12/2024;6;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;026069;FRE WEB;144246;10/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144246
00.272.185/0001-93;31/12/2024;1;CIMS S.A.;014818;FRE WEB;138318;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138318
00.336.701/0001-04;31/12/2024;1;TELEC BRASILEIRAS S.A. TELEBRAS;011258;FRE WEB;138306;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138306
00.357.038/0001-16;31/12/2024;1;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;135513;04/04/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135513
00.357.038/0001-16;31/12/2024;2;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;140747;12/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140747
00.357.038/0001-16;31/12/2024;3;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;141869;24/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141869
00.357.038/0001-16;31/12/2024;4;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;141940;30/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141940
00.357.038/0001-16;31/12/2024;5;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;142109;09/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142109
00.357.038/0001-16;31/12/2024;6;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;142214;16/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142214
00.359.742/0001-08;31/12/2024;1;FICTOR ALIMENTOS S.A.;015423;FRE WEB;138789;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138789
00.359.742/0001-08;31/12/2024;2;FICTOR ALIMENTOS S.A.;015423;FRE WEB;142392;29/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142392
00.359.742/0001-08;31/12/2024;3;FICTOR ALIMENTOS S.A.;015423;FRE WEB;143940;20/12/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143940
00.383.281/0001-09;31/12/2024;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;138512;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138512
00.383.281/0001-09;31/12/2024;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;139146;18/06/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139146
00.383.281/0001-09;31/12/2024;3;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;141735;16/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141735
00.383.281/0001-09;31/12/2024;4;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;144064;02/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144064
00.389.481/0001-79;31/12/2024;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FRE WEB;138562;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138562
00.389.481/0001-79;31/12/2024;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FRE WEB;139589;12/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139589
00.545.378/0001-70;31/12/2024;1;SERRA AZUL WATER PARK SA;014966;FRE WEB;136101;01/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136101
00.622.416/0001-41;31/12/2024;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;FRE WEB;138614;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138614
00.644.907/0001-93;31/12/2024;1;INVESTCO S.A.;018589;FRE WEB;138486;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138486
00.644.907/0001-93;31/12/2024;2;INVESTCO S.A.;018589;FRE WEB;140017;30/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140017
00.644.907/0001-93;31/12/2024;3;INVESTCO S.A.;018589;FRE WEB;143235;14/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143235
00.743.065/0001-27;31/12/2024;1;LITEL PARTICIPACOES S.A.;015091;FRE WEB;137751;21/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137751
00.743.065/0001-27;31/12/2024;2;LITEL PARTICIPACOES S.A.;015091;FRE WEB;137996;28/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137996
00.743.065/0001-27;31/12/2024;3;LITEL PARTICIPACOES S.A.;015091;FRE WEB;142212;16/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142212
00.776.574/0001-56;31/12/2024;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;138784;31/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138784
00.776.574/0001-56;31/12/2024;2;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;139779;22/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139779
00.776.574/0001-56;31/12/2024;3;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;140403;05/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140403
00.776.574/0001-56;31/12/2024;4;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141405;23/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141405
00.776.574/0001-56;31/12/2024;5;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141407;23/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141407
00.776.574/0001-56;31/12/2024;6;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141577;03/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141577
00.776.574/0001-56;31/12/2024;7;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141750;16/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141750
00.776.574/0001-56;31/12/2024;8;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141848;23/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141848
00.776.574/0001-56;31/12/2024;9;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141895;26/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141895
00.776.574/0001-56;31/12/2024;10;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142023;03/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142023
00.776.574/0001-56;31/12/2024;11;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142223;16/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142223
00.776.574/0001-56;31/12/2024;12;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142302;22/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142302
00.776.574/0001-56;31/12/2024;13;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142434;30/10/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142434
00.776.574/0001-56;31/12/2024;14;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;143152;13/11/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143152
00.776.574/0001-56;31/12/2024;15;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;144120;06/01/2025;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144120
00.864.214/0001-06;31/12/2024;1;ENERGISA S.A.;015253;FRE WEB;138205;29/05/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138205
00.864.214/0001-06;31/12/2024;2;ENERGISA S.A.;015253;FRE WEB;139573;11/07/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139573
00.864.214/0001-06;31/12/2024;3;ENERGISA S.A.;015253;FRE WEB;140600;08/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140600
00.864.214/0001-06;31/12/2024;4;ENERGISA S.A.;015253;FRE WEB;141309;19/08/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141309
00.864.214/0001-06;31/12/2024;5;ENERGISA S.A.;015253;FRE WEB;141605;05/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141605
00.864.214/0001-06;31/12/2024;6;ENERGISA S.A.;015253;FRE WEB;141828;20/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141828
00.864.214/0001-06;31/12/2024;7;ENERGISA S.A.;015253;FRE WEB;141912;27/09/2024;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141912
