CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
00.357.038/0001-16;2024-12-31;2;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;140747;2024-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140747
00.357.038/0001-16;2024-12-31;3;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;141869;2024-09-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141869
00.357.038/0001-16;2024-12-31;4;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;141940;2024-09-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141940
00.357.038/0001-16;2024-12-31;5;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;142109;2024-10-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142109
00.357.038/0001-16;2024-12-31;6;CENTRAIS ELÉTRICAS DO NORTE DO BRASIL S.A.;027472;FRE WEB;142214;2024-10-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142214
00.359.742/0001-08;2024-12-31;1;FICTOR ALIMENTOS S.A.;015423;FRE WEB;138789;2024-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138789
00.359.742/0001-08;2024-12-31;2;FICTOR ALIMENTOS S.A.;015423;FRE WEB;142392;2024-10-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142392
00.359.742/0001-08;2024-12-31;3;FICTOR ALIMENTOS S.A.;015423;FRE WEB;143940;2024-12-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143940
00.383.281/0001-09;2024-12-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;138512;2024-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138512
00.383.281/0001-09;2024-12-31;2;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;139146;2024-06-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139146
00.383.281/0001-09;2024-12-31;3;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;141735;2024-09-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141735
00.383.281/0001-09;2024-12-31;4;BNDES PARTICIPACOES S.A. - BNDESPAR;016772;FRE WEB;144064;2025-01-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144064
00.389.481/0001-79;2024-12-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FRE WEB;138562;2024-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138562
00.389.481/0001-79;2024-12-31;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;024880;FRE WEB;139589;2024-07-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139589
00.545.378/0001-70;2024-12-31;1;SERRA AZUL WATER PARK SA;014966;FRE WEB;136101;2024-05-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136101
00.622.416/0001-41;2024-12-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;022594;FRE WEB;138614;2024-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138614
00.644.907/0001-93;2024-12-31;1;INVESTCO S.A.;018589;FRE WEB;138486;2024-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138486
00.644.907/0001-93;2024-12-31;2;INVESTCO S.A.;018589;FRE WEB;140017;2024-07-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140017
00.644.907/0001-93;2024-12-31;3;INVESTCO S.A.;018589;FRE WEB;143235;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143235
00.743.065/0001-27;2024-12-31;1;LITEL PARTICIPACOES S.A.;015091;FRE WEB;137751;2024-05-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137751
00.743.065/0001-27;2024-12-31;2;LITEL PARTICIPACOES S.A.;015091;FRE WEB;137996;2024-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137996
00.743.065/0001-27;2024-12-31;3;LITEL PARTICIPACOES S.A.;015091;FRE WEB;142212;2024-10-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142212
00.776.574/0001-56;2024-12-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;138784;2024-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138784
00.776.574/0001-56;2024-12-31;2;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;139779;2024-07-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139779
00.776.574/0001-56;2024-12-31;3;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;140403;2024-08-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140403
00.776.574/0001-56;2024-12-31;4;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141405;2024-08-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141405
00.776.574/0001-56;2024-12-31;5;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141407;2024-08-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141407
00.776.574/0001-56;2024-12-31;6;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141577;2024-09-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141577
00.776.574/0001-56;2024-12-31;7;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141750;2024-09-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141750
00.776.574/0001-56;2024-12-31;8;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141848;2024-09-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141848
00.776.574/0001-56;2024-12-31;9;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;141895;2024-09-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141895
00.776.574/0001-56;2024-12-31;10;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142023;2024-10-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142023
00.776.574/0001-56;2024-12-31;11;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142223;2024-10-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142223
00.776.574/0001-56;2024-12-31;12;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142302;2024-10-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142302
00.776.574/0001-56;2024-12-31;13;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;142434;2024-10-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142434
00.776.574/0001-56;2024-12-31;14;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;143152;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143152
00.776.574/0001-56;2024-12-31;15;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;020990;FRE WEB;144120;2025-01-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144120
00.864.214/0001-06;2024-12-31;1;ENERGISA S.A.;015253;FRE WEB;138205;2024-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138205
00.864.214/0001-06;2024-12-31;2;ENERGISA S.A.;015253;FRE WEB;139573;2024-07-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139573
00.864.214/0001-06;2024-12-31;3;ENERGISA S.A.;015253;FRE WEB;140600;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140600
00.864.214/0001-06;2024-12-31;4;ENERGISA S.A.;015253;FRE WEB;141309;2024-08-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141309
00.864.214/0001-06;2024-12-31;5;ENERGISA S.A.;015253;FRE WEB;141605;2024-09-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141605
00.864.214/0001-06;2024-12-31;6;ENERGISA S.A.;015253;FRE WEB;141828;2024-09-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141828
00.864.214/0001-06;2024-12-31;7;ENERGISA S.A.;015253;FRE WEB;141912;2024-09-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141912
